n_in,final,a,b,c,d,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3
2009072802,0.145,1.61,2.06,38.06,2.62,1.73,1.88,42.58,2.56,1.57,1.9,39.67,2.47,2.31,1.79,52.27,2.92
2009072803,0.105,1.73,2.43,35.41,2.98,1.92,2.2,41.15,2.92,1.68,2.35,35.66,2.89,2.09,1.94,47.21,2.85
2009072804,0.211,1.83,2.54,35.75,3.12,2.2,2.28,43.94,3.17,1.81,2.53,35.62,3.11,1.96,2.06,43.52,2.84
2009072805,0.175,1.87,2.44,37.56,3.08,2.4,2.17,47.86,3.24,1.91,2.48,37.62,3.13,1.88,2.13,41.36,2.84
2009072806,0.175,1.87,2.24,39.95,2.92,2.39,1.97,50.47,3.1,1.98,2.29,40.76,3.03,1.83,2.13,40.74,2.81
2009072807,0.276,1.83,2.04,42.02,2.74,2.1,1.78,49.78,2.75,2.02,2.07,44.25,2.89,1.8,2.05,41.4,2.73
2009072808,0.311,1.83,1.97,42.84,2.69,1.81,1.69,47,2.48,2.11,1.97,46.9,2.89,1.8,2.01,41.84,2.7
2009072809,0.296,1.93,2.18,41.6,2.91,1.89,1.82,46.07,2.63,2.35,2.18,47.16,3.21,1.84,2.18,40.2,2.86
2009072810,0.296,2.22,2.73,39.09,3.52,2.54,2.23,48.68,3.38,2.78,2.79,44.86,3.94,1.96,2.67,36.34,3.31
2009072811,0.216,2.68,3.44,37.96,4.36,3.29,2.78,49.8,4.31,3.15,3.58,41.4,4.77,2.24,3.4,33.37,4.07
2009072812,0.256,3.31,4.05,39.28,5.24,3.52,3.28,47.03,4.82,3.2,4.25,36.96,5.32,2.76,4.25,32.99,5.06
2009072813,0.291,2.85,3.61,38.33,4.6,2.76,4.59,30.97,5.35,3.54,5.09,34.83,6.2,4.1,4.89,40.01,6.38
2009072814,0.326,1.88,3.87,25.92,4.31,2.25,4.78,25.26,5.28,4.37,5.83,36.88,7.29,5.11,5.4,43.46,7.43
2009072815,0.451,1.45,4.25,18.9,4.49,2.26,5.06,24.02,5.54,4.96,6.35,37.98,8.06,5.72,5.7,45.1,8.08
2009072816,0.762,2.15,4.84,24,5.29,3.13,5.61,29.19,6.43,5.11,6.59,37.79,8.33,6.02,5.84,45.88,8.39
2009072817,0.797,3.51,5.47,32.67,6.5,4.49,6.22,35.83,7.67,5,6.57,37.27,8.25,6.18,5.86,46.57,8.52
2009072818,0.827,4.8,5.93,38.96,7.63,5.73,6.58,41.02,8.72,4.91,6.36,37.65,8.04,6.41,5.82,47.77,8.66
2009072819,0.757,5.44,6.04,42.01,8.13,6.37,6.48,44.52,9.08,5.04,6.03,39.89,7.86,6.79,5.75,49.72,8.9
2009072820,0.777,5.49,5.85,43.18,8.03,6.45,6,47.07,8.8,5.24,5.55,43.39,7.63,7.03,5.58,51.56,8.98
2009072821,0.566,5.16,5.49,43.23,7.53,6.1,5.31,48.96,8.09,5.3,4.89,47.32,7.21,6.76,5.2,52.44,8.52
2009072822,0.486,4.62,5.03,42.59,6.83,5.48,4.57,50.14,7.14,5.03,4.05,51.19,6.46,5.72,4.54,51.6,7.3
2009072823,0.381,4.02,4.47,41.92,6.01,4.73,3.86,50.79,6.1,4.51,3.17,54.91,5.51,4.34,3.76,49.08,5.74
2009072900,0.306,3.47,3.81,42.33,5.15,3.98,3.21,51.18,5.11,3.83,2.41,57.83,4.53,3.16,3.08,45.75,4.41
2009072901,0.386,3.37,2.67,51.69,4.3,3.13,1.92,58.55,3.67,2.6,2.65,44.44,3.72,2.91,3.73,37.94,4.74
2009072902,0.135,2.92,2.25,52.3,3.68,2.52,1.66,56.59,3.01,2.49,2.47,45.25,3.51,2.63,3.33,38.28,4.24
2009072903,0.251,2.61,1.98,52.83,3.27,2.1,1.59,52.89,2.63,2.51,2.47,45.53,3.52,2.64,2.9,42.36,3.92
2009072904,0.311,2.43,1.82,53.13,3.04,1.94,1.63,50.06,2.54,2.41,2.56,43.29,3.52,2.84,2.47,48.99,3.76
2009072905,0.351,2.35,1.71,53.94,2.91,1.96,1.68,49.46,2.58,2.22,2.61,40.33,3.43,3.02,2.06,55.6,3.65
2009072906,0.261,2.31,1.54,56.4,2.77,2.01,1.62,51.15,2.59,2.01,2.45,39.38,3.17,2.97,1.72,59.89,3.43
2009072907,0.11,2.27,1.24,61.42,2.58,1.99,1.4,54.88,2.44,1.87,1.99,43.27,2.73,2.57,1.46,60.44,2.95
2009072908,0.085,2.24,0.95,66.94,2.43,1.92,1.19,58.22,2.26,1.83,1.44,51.77,2.33,2.05,1.26,58.32,2.4
2009072909,0.175,2.23,0.87,68.76,2.39,1.87,1.23,56.6,2.23,1.9,1.09,60.02,2.19,1.71,1.12,56.9,2.05
2009072910,0.216,2.27,1.09,64.34,2.52,1.87,1.64,48.62,2.49,2.07,1.15,60.95,2.37,1.8,1,60.84,2.06
2009072911,0.185,2.34,1.42,58.67,2.74,1.91,2.12,42.04,2.85,2.23,1.44,57.08,2.65,2.16,0.89,67.47,2.33
2009072912,0.256,2.42,1.6,56.64,2.9,1.97,2.23,41.47,2.97,2.21,1.71,52.26,2.79,2.55,0.76,73.38,2.66
2009072913,0.09,2.02,1.71,49.74,2.64,1.94,1.76,47.77,2.62,2.78,0.59,77.92,2.84,2.28,-0.46,101.3,2.32
2009072914,0.04,2.03,0.93,65.36,2.23,1.64,1.67,44.55,2.34,2.83,0.47,80.51,2.87,2.51,-0.7,105.65,2.61
2009072915,0.005,1.98,0.43,77.86,2.02,1.6,1.56,45.76,2.24,2.74,0.5,79.76,2.79,3.06,-0.49,99.03,3.1
2009072916,0,1.87,0.56,73.46,1.95,2.01,1.53,52.68,2.53,2.55,0.69,74.95,2.64,3.76,-0.03,90.41,3.76
2009072917,0,1.8,1,61.06,2.06,2.63,1.5,60.3,3.02,2.37,0.79,71.59,2.5,4.39,0.33,85.75,4.41
2009072918,0.005,1.89,1.25,56.41,2.26,3.1,1.32,66.9,3.37,2.32,0.47,78.48,2.37,4.74,0.2,87.64,4.74
2009072919,0.035,2.17,0.96,66.08,2.37,3.15,0.9,74.03,3.28,2.47,-0.45,100.33,2.51,4.62,-0.64,97.93,4.66
2009072920,0.045,2.4,0.3,82.99,2.42,2.83,0.26,84.71,2.84,2.61,-1.61,121.74,3.07,4.1,-1.79,113.59,4.47
2009072921,0.075,2.28,-0.44,100.84,2.33,2.23,-0.55,103.78,2.3,2.48,-2.52,135.42,3.53,3.29,-2.69,129.22,4.25
2009072922,0.105,1.61,-0.99,121.63,1.89,1.5,-1.45,134,2.08,1.92,-2.79,145.48,3.39,2.34,-2.93,141.4,3.75
2009072923,0.14,0.68,-1.38,153.88,1.53,0.83,-2.24,159.77,2.39,1.21,-2.63,155.33,2.89,1.48,-2.71,151.44,3.09
2009073000,0.07,-0.13,-1.66,184.4,1.66,0.44,-2.71,170.79,2.75,0.72,-2.35,162.87,2.45,0.97,-2.39,157.87,2.59
2009073001,0.065,0.5,-2.71,169.66,2.76,0.75,-2.2,161.13,2.32,1.01,-2.23,155.64,2.45,1.41,-2.8,153.33,3.14
2009073002,0.005,0.88,-2.39,159.69,2.55,1.16,-2.13,151.3,2.42,1.43,-2.11,145.89,2.55,1.56,-2.67,149.67,3.09
2009073003,0,1.43,-1.96,143.86,2.43,1.73,-1.99,139.09,2.64,2.01,-1.85,132.69,2.73,1.9,-2.18,138.93,2.89
2009073004,0.015,1.98,-1.62,129.17,2.56,2.25,-1.72,127.37,2.83,2.53,-1.32,117.64,2.86,2.34,-1.49,122.59,2.77
2009073005,0.065,2.43,-1.36,119.24,2.79,2.65,-1.38,117.51,2.99,2.93,-0.75,104.4,3.03,2.76,-0.85,107.11,2.89
2009073006,0.065,2.69,-1.17,113.51,2.93,2.91,-1.13,111.16,3.12,3.18,-0.43,97.78,3.21,3.05,-0.51,99.44,3.09
2009073007,0.095,2.71,-1.02,110.64,2.9,3,-1.04,109.15,3.17,3.25,-0.56,99.68,3.3,3.11,-0.62,101.21,3.17
2009073008,0.08,2.65,-0.94,109.46,2.81,2.97,-1.05,109.52,3.15,3.17,-0.85,105.1,3.28,2.99,-0.9,106.73,3.13
2009073009,0.055,2.7,-0.94,109.24,2.86,2.91,-1.05,109.84,3.09,2.95,-0.96,108.02,3.1,2.77,-0.97,109.28,2.94
2009073010,0.01,2.99,-1.05,109.42,3.17,2.87,-0.95,108.27,3.02,2.66,-0.61,102.97,2.73,2.53,-0.57,102.64,2.6
2009073011,0,3.36,-1.22,109.97,3.58,2.83,-0.79,105.63,2.94,2.38,0.01,89.84,2.38,2.36,0.07,88.3,2.36
2009073012,0,3.59,-1.38,111.04,3.85,2.77,-0.66,103.49,2.84,2.25,0.6,75.07,2.33,2.33,0.58,76.03,2.4
2009073013,0,2.66,-0.6,102.78,2.73,2.33,0.94,67.99,2.52,2.51,0.7,74.35,2.61,2.16,0.63,73.74,2.25
2009073014,0,2.63,-0.51,101.02,2.68,2.61,1.12,66.89,2.84,2.83,0.6,77.99,2.89,2.53,0.61,76.47,2.6
2009073015,0.05,2.81,-0.25,95.13,2.82,3.03,1.27,67.31,3.28,3.15,0.53,80.41,3.2,2.88,0.61,77.97,2.94
2009073016,0.08,3.27,0.27,85.33,3.28,3.5,1.5,66.84,3.81,3.4,0.69,78.47,3.47,3.18,0.64,78.54,3.24
2009073017,0.18,3.77,0.95,75.9,3.89,3.92,1.73,66.14,4.29,3.58,1.01,74.24,3.72,3.42,0.75,77.63,3.5
2009073018,0.185,4.03,1.65,67.76,4.36,4.15,1.85,65.97,4.54,3.72,1.34,70.15,3.95,3.61,0.99,74.66,3.74
2009073019,0.155,3.83,2.23,59.8,4.43,4.09,1.75,66.89,4.45,3.8,1.56,67.73,4.11,3.71,1.36,69.8,3.95
2009073020,0.15,3.26,2.55,51.97,4.14,3.8,1.43,69.41,4.06,3.74,1.58,67.1,4.06,3.67,1.66,65.64,4.03
2009073021,0.095,2.52,2.49,45.34,3.54,3.37,0.93,74.6,3.49,3.43,1.36,68.42,3.69,3.45,1.63,64.8,3.82
2009073022,0.06,1.76,2,41.42,2.66,2.86,0.31,83.79,2.88,2.81,0.87,72.75,2.94,3.03,1.1,69.96,3.22
2009073023,0.04,1.09,1.39,38,1.76,2.29,-0.22,95.4,2.3,2.08,0.31,81.46,2.11,2.54,0.43,80.4,2.57
2009073100,0.045,0.57,1.07,27.89,1.21,1.63,-0.42,104.33,1.68,1.51,-0.09,93.51,1.51,2.16,0.04,88.81,2.16
2009073101,0.015,0.9,-0.12,97.77,0.91,1.27,-0.16,97.2,1.28,2.02,0.27,82.46,2.03,2.22,-0.25,96.31,2.23
2009073102,0,0.28,0.53,28.08,0.6,1.3,0.09,85.85,1.3,2.05,0.89,66.62,2.23,2.08,-0.13,93.51,2.09
2009073103,0,-0.03,1.33,358.57,1.33,1.44,0.61,67.04,1.56,2.15,1.56,53.93,2.66,2.04,0.15,85.88,2.04
2009073104,0,0.09,2.1,2.43,2.1,1.57,1.28,50.66,2.03,2.21,2.03,47.51,3,2.05,0.52,75.88,2.11
2009073105,0,0.49,2.71,10.17,2.75,1.68,1.89,41.66,2.53,2.22,2.26,44.51,3.17,2.1,0.89,67.07,2.28
2009073106,0,0.92,3.07,16.73,3.21,1.79,2.14,39.8,2.79,2.17,2.32,43.15,3.18,2.18,1.18,61.62,2.47
2009073107,0,1.22,3.12,21.29,3.35,1.9,1.89,45.1,2.68,2.08,2.26,42.54,3.07,2.25,1.31,59.72,2.6
2009073108,0.02,1.38,2.91,25.41,3.22,2,1.39,55.19,2.44,2.01,2.2,42.39,2.98,2.28,1.36,59.16,2.66
2009073109,0.165,1.49,2.52,30.52,2.93,2.06,1,64.19,2.29,2.06,2.24,42.54,3.04,2.26,1.43,57.69,2.67
2009073110,0.18,1.59,2.06,37.65,2.6,2.08,0.98,64.88,2.3,2.29,2.46,42.88,3.36,2.17,1.57,54.08,2.68
2009073111,0.165,1.66,1.59,46.24,2.3,2.18,1.21,60.87,2.49,2.63,2.74,43.81,3.8,2.18,1.76,51.1,2.8
2009073112,0.105,1.68,1.2,54.31,2.06,2.49,1.49,59.01,2.9,3,2.92,45.74,4.18,2.44,1.89,52.22,3.09
2009073113,0.045,3.09,1.65,61.93,3.5,3.31,2.87,49.07,4.39,3.08,1.92,58,3.63,2.33,0.98,67.29,2.53
2009073114,0,3.86,1.7,66.22,4.22,3.64,2.66,53.82,4.51,3.9,1.84,64.77,4.31,2.97,0.91,72.98,3.1
2009073115,0.035,4.59,1.71,69.54,4.9,4.05,2.38,59.54,4.7,4.63,1.63,70.58,4.91,3.68,0.84,77.13,3.78
2009073116,0.095,5.15,1.71,71.58,5.43,4.6,2.1,65.43,5.06,5.08,1.32,75.45,5.25,4.38,0.73,80.58,4.44
2009073117,0.14,5.57,1.58,74.2,5.79,5.16,1.72,71.56,5.44,5.3,0.9,80.32,5.38,4.97,0.44,84.89,4.99
2009073118,0.185,5.95,1.13,79.25,6.06,5.57,1.1,78.88,5.68,5.4,0.4,85.73,5.42,5.31,-0.15,91.63,5.32
2009073119,0.246,6.31,0.3,87.29,6.32,5.69,0.17,88.3,5.69,5.45,-0.16,91.65,5.46,5.33,-1.11,101.73,5.44
2009073120,0.266,6.41,-0.63,95.63,6.44,5.44,-0.79,98.27,5.49,5.32,-0.69,97.39,5.37,4.99,-2.1,112.84,5.42
2009073121,0.261,5.92,-1.29,102.3,6.06,4.75,-1.43,106.77,4.96,4.83,-1.1,102.79,4.95,4.29,-2.72,122.42,5.08
2009073122,0.256,4.69,-1.42,106.79,4.9,3.64,-1.52,112.65,3.95,3.88,-1.3,108.5,4.1,3.28,-2.69,129.31,4.24
2009073123,0.211,3.23,-1.19,110.18,3.44,2.46,-1.3,117.74,2.79,2.84,-1.36,115.6,3.14,2.28,-2.2,133.94,3.17
2009080100,0.15,2.21,-0.9,112.17,2.39,1.64,-1.12,124.28,1.98,2.12,-1.35,122.62,2.51,1.68,-1.6,133.66,2.32
2009080101,0.065,1.45,-1.22,129.96,1.9,2.03,-1.34,123.42,2.43,1.72,-1.15,123.74,2.07,2.86,-2.42,130.26,3.75
2009080102,0.04,1.68,-1.37,129.31,2.17,2.34,-1.24,117.94,2.65,2.18,-0.81,110.29,2.32,2.8,-1.68,120.89,3.26
2009080103,0.085,1.93,-1.23,122.45,2.29,2.66,-0.94,109.53,2.82,2.67,-0.44,99.35,2.71,2.6,-0.76,106.29,2.71
2009080104,0.015,1.94,-0.56,106.18,2.02,2.7,-0.39,98.19,2.73,2.92,0.03,89.39,2.92,2.32,0.22,84.53,2.33
2009080105,0,1.77,0.36,78.55,1.81,2.53,0.3,83.34,2.55,2.93,0.55,79.42,2.98,2.07,1.11,61.78,2.35
2009080106,0,1.57,1.15,53.85,1.95,2.29,0.94,67.75,2.47,2.79,1.01,70.17,2.97,1.98,1.74,48.65,2.63
2009080107,0,1.46,1.54,43.53,2.12,2.09,1.41,55.97,2.52,2.58,1.35,62.44,2.91,2.1,2,46.35,2.9
2009080108,0.02,1.37,1.72,38.5,2.2,1.9,1.81,46.39,2.62,2.28,1.64,54.24,2.81,2.28,2.07,47.77,3.07
2009080109,0.09,1.19,2.01,30.59,2.34,1.64,2.27,35.91,2.8,1.87,2.01,42.83,2.74,2.29,2.17,46.57,3.16
2009080110,0.155,0.85,2.63,17.93,2.77,1.29,2.88,24.04,3.16,1.34,2.53,27.94,2.87,2.03,2.51,39.01,3.22
2009080111,0.311,0.43,3.42,7.14,3.45,0.94,3.55,14.82,3.68,0.94,3.17,16.52,3.31,1.73,3.06,29.54,3.51
2009080112,0.281,0.03,4.12,0.36,4.12,0.75,4.14,10.3,4.21,0.94,3.87,13.58,3.98,1.75,3.77,24.88,4.15
2009080113,0.14,0.83,4.53,10.4,4.61,1.5,4.56,18.16,4.8,2.3,4.55,26.79,5.1,3.3,4.32,37.37,5.43
2009080114,0.216,1.16,4.83,13.45,4.97,2.37,5.12,24.81,5.64,3.12,5.2,30.92,6.06,4.21,4.6,42.49,6.24
2009080115,0.311,1.66,5.17,17.8,5.43,3.19,5.44,30.41,6.3,3.81,5.49,34.77,6.68,4.6,4.62,44.92,6.52
2009080116,0.351,2.27,5.64,21.91,6.08,3.69,5.44,34.1,6.58,4.09,5.29,37.73,6.69,4.59,4.49,45.67,6.42
2009080117,0.286,2.83,6.11,24.83,6.73,3.9,5.3,36.3,6.58,4.07,4.95,39.48,6.41,4.34,4.44,44.33,6.21
2009080118,0.286,3.16,6.38,26.34,7.12,3.94,5.22,37.02,6.54,3.96,4.9,38.94,6.3,4.01,4.75,40.18,6.22
2009080119,0.326,3.15,6.31,26.48,7.06,3.9,5.33,36.19,6.6,3.9,5.43,35.69,6.68,3.73,5.53,34.04,6.67
2009080120,0.416,2.85,5.89,25.81,6.55,3.72,5.4,34.56,6.56,3.78,6.07,31.9,7.15,3.45,6.29,28.74,7.17
2009080121,0.556,2.39,5.15,24.9,5.67,3.32,5.14,32.82,6.12,3.43,6.21,28.92,7.09,3.06,6.4,25.54,7.09
2009080122,0.622,1.87,4.14,24.27,4.55,2.65,4.36,31.29,5.1,2.75,5.39,27.07,6.05,2.52,5.45,24.8,6
2009080123,0.491,1.35,3.13,23.33,3.41,1.91,3.33,29.87,3.84,1.98,3.96,26.54,4.43,2.02,3.94,27.1,4.42
2009080200,0.311,0.89,2.4,20.29,2.56,1.35,2.45,28.94,2.8,1.41,2.46,29.79,2.83,1.79,2.58,34.69,3.14
2009080201,0.276,1.16,2.01,29.95,2.33,1.26,1.33,43.52,1.83,1.98,1.93,45.69,2.76,2.19,3.11,35.13,3.81
2009080202,0.331,1.3,1.99,33.16,2.38,1.44,0.69,64.27,1.6,2.34,1.84,51.89,2.97,2.16,2.71,38.5,3.47
2009080203,0.376,1.68,2.24,36.83,2.79,1.74,0.58,71.64,1.84,2.54,1.98,52.01,3.22,2.1,2.51,39.95,3.27
2009080204,0.346,2.18,2.61,39.81,3.4,2.03,0.97,64.58,2.25,2.33,2.1,48.03,3.14,2.04,2.44,39.92,3.18
2009080205,0.206,2.64,2.93,42.06,3.94,2.31,1.61,55.14,2.82,1.93,2.11,42.37,2.86,1.98,2.42,39.23,3.13
2009080206,0.075,2.88,2.97,44.12,4.13,2.64,2.21,49.97,3.44,1.63,2.01,39.08,2.59,1.91,2.38,38.83,3.05
2009080207,0.045,2.78,2.61,46.74,3.81,3.04,2.55,49.98,3.97,1.67,1.8,42.87,2.45,1.87,2.24,39.81,2.91
2009080208,0.15,2.54,2.1,50.39,3.29,3.46,2.67,52.39,4.37,1.91,1.6,49.98,2.49,1.96,2.07,43.41,2.85
2009080209,0.19,2.42,1.74,54.34,2.98,3.83,2.68,55.04,4.68,2.15,1.59,53.43,2.67,2.32,1.94,50.1,3.03
2009080210,0.216,2.63,1.73,56.65,3.15,4.09,2.68,56.8,4.89,2.26,1.88,50.26,2.93,3.04,1.92,57.71,3.59
2009080211,0.17,3.12,1.86,59.17,3.63,4.28,2.66,58.11,5.04,2.43,2.34,46.14,3.38,3.86,1.92,63.5,4.31
2009080212,0.05,3.77,1.8,64.53,4.18,4.44,2.6,59.65,5.15,2.96,2.82,46.46,4.09,4.48,1.86,67.49,4.85
2009080213,0.035,4.62,2.46,61.96,5.23,3.99,3.14,51.82,5.08,4.69,1.64,70.75,4.97,4.34,0.01,89.87,4.34
2009080214,0.085,4.81,2.2,65.47,5.29,5.11,3.1,58.7,5.98,4.68,1.27,74.78,4.85,4.58,-0.46,95.79,4.6
2009080215,0.09,5.02,1.77,70.59,5.32,5.76,2.5,66.51,6.28,4.75,0.79,80.5,4.82,4.95,-0.74,98.51,5
2009080216,0.15,5.22,1.16,77.53,5.35,5.59,1.25,77.43,5.72,5.11,0.23,87.39,5.11,5.38,-0.87,99.23,5.45
2009080217,0.346,5.48,0.48,85.02,5.5,5.01,-0.27,93.12,5.02,5.66,-0.36,93.66,5.67,5.83,-0.96,99.35,5.91
2009080218,0.456,5.84,-0.12,91.15,5.84,4.66,-1.54,108.32,4.91,6.23,-0.94,98.54,6.3,6.27,-1.1,99.92,6.37
2009080219,0.551,6.29,-0.51,94.65,6.31,4.92,-2.17,113.78,5.37,6.64,-1.43,102.11,6.79,6.63,-1.34,101.44,6.77
2009080220,0.586,6.51,-0.7,96.11,6.54,5.36,-2.23,112.64,5.8,6.68,-1.73,104.54,6.9,6.69,-1.58,103.32,6.88
2009080221,0.602,6.1,-0.7,96.5,6.14,5.32,-1.95,110.08,5.67,6.1,-1.75,105.96,6.35,6.19,-1.66,105.05,6.4
2009080222,0.607,4.87,-0.53,96.15,4.9,4.4,-1.49,108.72,4.65,4.84,-1.4,106.18,5.04,4.99,-1.46,106.31,5.2
2009080223,0.486,3.33,-0.19,93.25,3.33,3.09,-0.99,107.71,3.24,3.37,-0.83,103.88,3.47,3.55,-1.01,105.89,3.69
2009080300,0.296,2.17,0.31,81.79,2.2,2.11,-0.53,104.02,2.17,2.31,-0.2,94.95,2.32,2.43,-0.38,98.93,2.46
2009080301,0.15,1.98,-0.19,95.43,1.99,2.09,0.35,80.42,2.12,2.06,0.34,80.68,2.09,3.8,-0.05,90.8,3.8
2009080302,0.12,2.38,0.05,88.91,2.38,2.42,0.8,71.83,2.55,2.21,1.01,65.44,2.43,3.45,0.35,84.2,3.46
2009080303,0.231,2.77,0.21,85.6,2.78,2.83,1.13,68.28,3.04,2.49,1.48,59.32,2.89,3.13,0.71,77.15,3.21
2009080304,0.361,2.76,0.36,82.54,2.78,2.93,1.35,65.24,3.23,2.6,1.64,57.76,3.07,2.88,1.04,70.2,3.06
2009080305,0.376,2.48,0.55,77.44,2.55,2.8,1.52,61.54,3.19,2.56,1.61,57.76,3.02,2.7,1.29,64.37,2.99
2009080306,0.416,2.23,0.86,68.93,2.39,2.6,1.67,57.23,3.09,2.48,1.58,57.54,2.94,2.61,1.46,60.74,2.99
2009080307,0.281,2.2,1.32,59.01,2.56,2.46,1.85,52.97,3.08,2.46,1.67,55.75,2.97,2.63,1.54,59.65,3.05
2009080308,0.155,2.3,1.86,51.01,2.95,2.41,2.07,49.41,3.18,2.48,1.88,52.89,3.11,2.72,1.6,59.45,3.16
2009080309,0.14,2.37,2.38,44.87,3.36,2.47,2.31,46.92,3.38,2.54,2.14,49.81,3.32,2.84,1.76,58.14,3.34
2009080310,0.211,2.3,2.82,39.28,3.64,2.6,2.57,45.36,3.65,2.59,2.42,46.9,3.55,2.94,2.1,54.45,3.61
2009080311,0.19,2.17,3.22,33.95,3.88,2.74,2.86,43.69,3.96,2.61,2.74,43.57,3.79,2.96,2.61,48.57,3.95
2009080312,0.11,2.09,3.69,29.54,4.24,2.78,3.21,40.85,4.25,2.55,3.13,39.17,4.04,2.86,3.3,40.9,4.36
2009080313,0.09,2.67,3.63,36.32,4.51,2.4,3.61,33.57,4.34,2.6,4.12,32.22,4.87,2.84,3.59,38.34,4.57
2009080314,0.13,2.48,4.11,31.12,4.8,2.19,4.15,27.84,4.69,2.31,5,24.76,5.51,2.74,4.39,31.91,5.18
2009080315,0.301,2.32,4.64,26.62,5.19,1.99,4.68,23.04,5.08,2.15,5.85,20.15,6.23,2.52,5.27,25.52,5.84
2009080316,0.441,2.29,5.19,23.84,5.67,1.86,5.16,19.83,5.49,2.26,6.58,18.98,6.95,2.26,6.12,20.27,6.53
2009080317,0.501,2.45,5.71,23.19,6.22,1.89,5.61,18.6,5.92,2.73,7.08,21.1,7.59,2.14,6.84,17.39,7.17
2009080318,0.602,2.83,6.14,24.77,6.76,2.15,6.03,19.62,6.4,3.62,7.26,26.53,8.11,2.36,7.33,17.85,7.7
2009080319,0.782,3.42,6.39,28.15,7.25,2.66,6.4,22.59,6.93,4.88,7.05,34.68,8.57,2.99,7.47,21.82,8.05
2009080320,0.712,3.91,6.38,31.47,7.49,3.17,6.54,25.87,7.26,5.94,6.52,42.3,8.82,3.68,7.25,26.94,8.13
2009080321,0.637,3.92,6.02,33.07,7.19,3.35,6.23,28.25,7.07,6.12,5.78,46.63,8.42,3.96,6.62,30.9,7.72
2009080322,0.777,3.25,5.27,31.62,6.19,3,5.37,29.18,6.15,5.03,4.94,45.52,7.05,3.53,5.64,32.05,6.65
2009080323,0.727,2.29,4.32,27.94,4.89,2.43,4.26,29.68,4.9,3.36,4.11,39.28,5.31,2.74,4.58,30.84,5.34
2009080400,0.667,1.64,3.43,25.48,3.8,2.08,3.34,31.9,3.93,2.11,3.44,31.58,4.04,2.1,3.8,28.89,4.34
2009080401,0.722,2.25,2.92,37.68,3.69,1.99,3.02,33.36,3.62,2.01,3.55,29.44,4.08,3.09,4.56,34.05,5.51
2009080402,0.707,2.75,2.9,43.44,4,2.57,2.83,42.3,3.82,2.33,3.68,32.31,4.36,3.06,3.98,37.58,5.02
2009080403,0.541,3.24,3.11,46.2,4.49,3.17,2.79,48.62,4.22,2.81,3.94,35.49,4.84,3.08,3.64,40.21,4.77
2009080404,0.516,3.47,3.35,46.06,4.82,3.24,2.84,48.82,4.31,3.22,4.12,38.02,5.23,3.12,3.49,41.8,4.69
2009080405,0.687,3.52,3.51,45.11,4.97,2.95,2.88,45.69,4.12,3.46,4.15,39.77,5.41,3.16,3.41,42.82,4.66
2009080406,0.586,3.55,3.5,45.4,4.98,2.6,2.81,42.73,3.83,3.44,4.01,40.62,5.28,3.17,3.28,43.97,4.56
2009080407,0.551,3.67,3.27,48.3,4.92,2.46,2.6,43.38,3.58,3.15,3.68,40.56,4.85,3.11,3.03,45.8,4.34
2009080408,0.541,3.93,3.04,52.24,4.97,2.55,2.4,46.69,3.5,2.87,3.31,40.87,4.38,3.05,2.8,47.41,4.14
2009080409,0.451,4.32,3.08,54.51,5.3,2.84,2.43,49.44,3.74,2.93,3.08,43.55,4.25,3.04,2.82,47.11,4.15
2009080410,0.331,4.82,3.54,53.7,5.98,3.29,2.81,49.51,4.33,3.55,3.1,48.84,4.71,3.14,3.21,44.37,4.5
2009080411,0.306,5.33,4.15,52.12,6.75,3.87,3.34,49.26,5.11,4.49,3.35,53.25,5.61,3.43,3.77,42.26,5.09
2009080412,0.306,5.72,4.51,51.78,7.28,4.54,3.71,50.75,5.86,5.4,3.76,55.16,6.58,3.95,4.21,43.23,5.77
2009080413,0.271,5.24,3.72,54.63,6.43,6.01,4.22,54.93,7.34,4.74,4.3,47.74,6.4,5.47,3.75,55.56,6.64
2009080414,0.261,5.86,3.47,59.34,6.81,6.37,4.48,54.84,7.79,5.56,4.14,53.37,6.93,6.09,3.69,58.74,7.12
2009080415,0.271,6.25,3.15,63.27,7,6.63,4.29,57.08,7.9,6.17,3.85,58.06,7.27,6.27,3.51,60.74,7.19
2009080416,0.241,6.36,2.89,65.55,6.98,6.92,3.48,63.29,7.74,6.37,3.54,60.95,7.29,6.17,3.23,62.39,6.96
2009080417,0.356,6.38,2.67,67.27,6.92,7.23,2.31,72.29,7.59,6.35,3.18,63.41,7.1,6.03,2.88,64.47,6.68
2009080418,0.316,6.62,2.44,69.77,7.05,7.56,1.15,81.36,7.65,6.36,2.68,67.13,6.9,6.11,2.52,67.62,6.61
2009080419,0.461,7.2,2.12,73.62,7.51,7.83,0.28,87.96,7.84,6.55,1.99,73.09,6.84,6.58,2.16,71.8,6.92
2009080420,0.551,7.71,1.62,78.12,7.88,7.8,-0.35,92.58,7.81,6.63,1.11,80.48,6.72,7.06,1.71,76.38,7.27
2009080421,0.476,7.57,0.86,83.5,7.62,7.2,-0.88,96.99,7.25,6.21,0.07,89.36,6.21,7.1,1.03,81.72,7.17
2009080422,0.596,6.43,-0.18,91.6,6.43,5.87,-1.41,103.53,6.04,5.07,-1.07,101.93,5.18,6.35,0.06,89.42,6.35
